start	end	text
2066015	2067616	Does not get naked, only the woman.
2067956	2072241	So it's not even, oh my god, they saw, you know, penis and ass, you know.
2072661	2075904	It's just pixelated boobies, okay?
2076264	2078947	And mature rated games like God of War that have
2079287	2080449	DarkSakura, DarkSakura, DarkSakura
2096690	2100254	This, you did not, nobody knew that there would be the sex thing in the game.
2100414	2109525	I'm sorry, you know, calling, you know, the racist people, murdering the blacks and stuff, and the gang violence, that's okay, but you know, boobies, not okay.
2109625	2110145	I'm sorry.
2110165	2110746	I'm just saying.
2110806	2115872	But in defense, in defense though, I do think that Rockstar was at fault.
2116863	2118545	Because of a lazy programmer, yes.
2119025	2119445	Exactly.
2119826	2130975	And no matter who it is in the company, as long as that game was released, that company has a legal requirement to make sure that the product that they've put out on the market is exactly what they are advertising.
2131696	2135780	I agree, and that's where I think you're getting a little off, Loki, is because this is the issue.
2135820	2138322	The issue is not, oh my god, somebody saw Digitized Boobies.
2138702	2142185	But the issue is that Rockstar did not tell anyone that that was in the game.
2142205	2146349	Whereas with God of War, they said, yeah, full-on female boobies everywhere.
2147330	2150233	But with this game, they said, oh, there's no sex.
2150253	2154236	Sure, you can blow people's heads off with rocket launchers, whatever, but there is no hardcore sex in the game.
2154276	2155157	It is bonus.
2155197	2158080	There was hardcore sex in the game.
2158140	2159361	Am I everything?
2159401	2162123	Because I'm going to be a parent in a couple years.
2162263	2162464	Mm-hmm.
2163667	2169334	When you buy something that, and trust me, I remember fully well what a devious little child I was.
2170596	2173279	That's not the end of your responsibility.
2175126	2176707	There is such a thing called maintenance.
2177087	2177367	All right.
2177407	2180288	We got to move on because we could beat this top of the ground.
2180308	2181509	It's just, you know, I hate hearing it.
2181569	2184370	I say from here on out, no more hot coffee ever.
2184650	2185471	Or take it to the forums.
2185851	2187612	Yeah, go to our website.
2187632	2188772	Go to OrangeLaunchRadio.com.
2188872	2190633	Send Loki a personal email.
2190693	2192174	Loki at OrangeLaunchRadio.com.
2192194	2195395	I'm just personally sick of these people going, are you a rock star?
2195535	2196756	Thank you for watching!
2215371	2216692	Certainly violence being advertised.
2216712	2221576	I really think that in the end it shouldn't be the responsibility of the video game company to censor their product.
2221976	2226639	However, I do think they should make sure that the consumer is fully aware of the product that they're purchasing.
2226679	2227299	I can agree with that.
2227460	2227740	Alright.
2228200	2228560	Moving on.
2228801	2229121	Moving on.
2229901	2232823	Let's talk about... The only hot coffee I ever want to see is the kind I get at Starbucks.
2232983	2233304	Alright.
2233364	2234645	Let's move on.
2234905	2242390	Speaking of Grand Theft Auto San Andreas, that re-release without the coffee mod, it will be coming out next week.
2243511	2243611	Um...
2244238	2248622	Which I suppose, as a little footnote to the story, look how long it took for that patch to come out.
2248722	2253406	That's how long this game would have been delayed if they'd gone back and done what they should have done.
2254366	2255187	Just food for thought.
2259263	2263347	Murder in China based on a MMORPG.
2263447	2273235	According to the Beijing Morning Post, a young woman has been charged with murdering her fiancé for, quote, too much time playing online games.
2273856	2274576	I think that's it.
2274817	2276898	No more online games for the Chinese.
2277279	2277539	Ever.
2278340	2278720	Stop.
2280485	2289888	The woman in question apparently got fed up with her unemployed fiancé for spending more time online than looking for a job so he could pay for the wedding.
2290488	2293068	So on August 6th, allegedly, she did the deed.
2299728	2302511	and he wasn't getting off his ass looking for a job.
2302551	2304332	Actually, we did spend a year like that.
2304933	2309096	But then again, we had the money in the bank to afford it.
2309277	2310558	We could afford for him to not work.
2310658	2318725	However, had that money not been there and I was having to support him or he was just sitting on his ass, I'd have left him.
2319466	2319986	Shit yeah.
2320527	2323469	It's because I have a brain in my head and I use it.
2323609	2324770	Oh, it's just interesting.
2324810	2326652	Instead of dumping his ass, she shot him.
2327105	2327886	or whatever she did.
2328266	2329127	It doesn't say.
2329167	2329748	I don't want to know.
2330248	2337676	Either way, you're without him, you know, and now you've got to deal with finding a date when you get out of the prison, I guess.
2337756	2339738	Only they were playing more of the hot coffee mod.
2339758	2342040	They would have learned that they can solve their problems by having... Stop.
2342060	2344022	We said no more hot coffee.
2344123	2344843	Stop right now.
2345144	2348807	Hot coffee talk is banned from the podcast.
2348948	2349368	All right.
2351926	2352446	You know what?
2353246	2354767	I'm going to make a game called Hot Coffee.
2354787	2358228	More than ever, we need some of DarkSakura's advice column.
2358248	2364910	Because if we stayed inside and played video games all day long, we'd have no time to get murdered by our fiancés.
2365250	2369011	So DarkSakura has her advice column for us.
2369191	2371412	And DarkSakura, what are you going to be telling us about tonight?
2371672	2376514	Today's bit of advice is how to drown your co-host in hot coffee.
2377094	2377434	Oh, wait.
2378114	2380895	How to escape from a car hanging over the edge of a cliff.
2382943	2385724	1.
2383343	2385724	Do not shift your weight or make any sudden movements.
2386805	2385724	2.
2387365	2392089	If the front doors are still over land, use these doors to make your escape regardless of which way your car is facing.
2392109	2392089	3.
2396912	2400154	If the front doors are over the edge, proceed slowly to the rear of the car.
2401655	2400154	4.
2401795	2403956	Reassess your situation and make your escape.
2404337	2406458	Will opening the rear doors cause the car to slide?
2406952	2408552	If not, open them slowly and get out.
2409072	2414433	Otherwise, use a steering wheel lock or screwdriver to break the window and climb out as quickly as possible.
2414993	2416594	But my final piece of advice?
2416694	2416954	Yes.
2418554	2419654	I have two, actually.
2420434	2429576	Either don't pull a Thelma and Louise or make sure that you have one of those drag strip parachutes attached to the back of your car so at least when you land, it'll be softer.
2430616	2430956	Sounds good.
2431356	2432597	Or how about don't drive off cliffs?
2432757	2433517	That would be my advice.
2434057	2434797	Don't drive off cliffs.
2435854	2437335	Don't drive anywhere but in Colorado.
2439317	2439617	What?
2440057	2440478	Flatland.
2441098	2442659	Don't talk on your cell phone while driving.
2444321	2445622	Colorado has the Rockies.
2446563	2447783	I'm talking about the flat part.
2447924	2450065	It's kind of hard to drive your car up a mountain.
2450926	2451286	Anyway.
2452747	2453808	There's cliffs on a mountain.
2453848	2454169	Forget it.
2454789	2455149	Forget it.
2456290	2458392	The only cliffs I care about are Cliff Notes.
2458860	2462723	Nintendo is going to be moving into the mobile phone market.
2462843	2464144	No games just yet.
2464224	2466666	No cell phone Mario, no cell phone Zelda.
2467066	2479175	However, on October 17th, Nintendo Mobile will be providing subscribers with video game related content such as wallpapers, ringtones, and sound effects from the Super Mario Bros.
2479195	2479555	series.
2479915	2482297	Oh, one thing I should note, this is in Japan only.
2482897	2483278	Durr.
2483658	2484559	Like I told you that.
2484719	2487761	No, but they actually are going to be porting over the classic games from what I hear.
2488832	2489634	DarkSakura, DarkSakura,
2497950	2500331	A couple puzzle games are okay.
2500811	2502092	I liked that Before Crisis game.
2502132	2502712	That was pretty fun.
2503352	2506473	The Final Fantasy Before Crisis.
2507154	2509014	I think even Before Crisis is going to suck.
2509034	2512075	It would only be good if they re-released it to the PSP.
2512355	2517977	Cell phone is not the place to be gaming because at least on my phone most of the games are Java based and it's slow.
2518518	2523099	A puzzle game works okay but not a fast paced puzzle game like Tetris even sucks.
2523119	2524720	I've seen better games on a freaking
2525280	2535782	Graphing Calculator I've seen better games on the Apple 2E Loadrunner, Kicks Oregon Trail, yo Loki, what's going on in the hack and crack world?
2536142	2554365	Well, the group We Are Back is still teasing the fact that they're going to be releasing a downgrader and this will downgrade everything from 2.0 on to back to 1 and that's going to be it right there Homebrew is going to be loud for everybody and yeah
2555435	2557317	So anyways, so that's what's going on there.
2557417	2561540	They're also having some homebrew contests for PSP games, which is kind of interesting.
2561580	2567385	So they have some entries for that that are actually, they're kind of plugging on PSP updates.
2567505	2569127	Some of them look pretty interesting.
2569887	2581877	Also a program was released the other day actually that you can change the little intro video on, you know, have the little small clip that plays when you turn on your PSP or play a game or whatever.
2582418	2582998	You can change that.
2583218	2586841	And they have a demonstration on there on how to do that as well.
2587001	2588682	So you can customize your PSP a little bit more.
2589742	2596646	And other than that, really not too much else going on with the PSP.
2597387	2601369	Now, I should also say... Oh, one more thing I almost forgot.
2602029	2606852	They're actually releasing another emulator, of course, coming out.
2607433	2611655	And that one was for... Oh, what was it?
2612932	2613272	I don't remember.
2613372	2615254	Anyways, enough of that.
2616575	2617035	Let's see.
2617055	2619837	Other than that, lots of homebrew stuff coming out for the DS.
2620197	2622459	Because, you know, the DS isn't to be forgotten.
2623400	2624320	And, yeah.
2624521	2626222	So, we'll just have to wait for the downgrader.
2626342	2628864	They're still saying a couple more weeks.
2630165	2631566	And then the shit will hit the fan.
2632586	2632747	Yeah.
2633807	2634068	Alright.
2635669	2636129	Moving on.
2636169	2638651	A couple last stories here for tonight's.
2639348	2665648	Civilization 4 is going to be doing a little pre-order program A special limited edition collector's package, which has collector's packaging A CD soundtrack of the game, a keyboard template, a tech map, and a spiral-bound version of the manual So that's just a special pre-order edition Civilization 4, of course, coming out this October I'm interested in it I love, love, love, love, love, love, love the original Civilization game
2666289	2667670	Never really got into Civ 2 or 3.
2668110	2668431	Why?
2668691	2669091	I don't know.
2669131	2672053	I think they just got too complex for me at that point or something.
2672754	2673054	I don't know.
2673094	2674035	I liked it simple.
2674916	2678939	Simple graphics, simple mechanics to the game and everything.
2678999	2680380	So the first one's my favorite.
2680420	2683542	But I am very curious about 4 and I'll definitely give it a try.
2683602	2687085	I'm certainly wanting to see what they've done with the series since 3.
2689586	2695611	Mega Man is going to be making an appearance at the Tokyo Game Show in Capcom's booth.
2696192	2701413	The interesting thing is that the game is called Rockman Rockman, which would be Mega Man Mega Man.
2701993	2703053	Which game now?
2703754	2705434	It's called Rockman Rockman.
2705594	2707154	Yeah, it's a remake of the first Mega Man.
2707514	2708555	Yeah, I was going to get to that.
2708855	2710195	Sorry.
2710455	2716336	It happens to be it's going to be a remake of the original Mega Man game is the rumor about what it's going to be.
2717196	2721177	But we don't know exactly what system it's going to be on, but they're saying PSP.
2721357	2722077	It is PSP.
2722317	2725118	And they actually have the site has launched for it.
2725863	2726683	I didn't know that part.
2726883	2729124	Yeah, the site has launched for it.
2729144	2732486	Let me see if I can pull it up here to see what the site was.
2734266	2735347	It looks really interesting.
2735407	2739228	Mega Man's very, it's very cartoony, unlike the original Mega Man.
2739508	2746251	His head is ginormous, which I don't know why they did it that way, but it's interesting.
2746731	2750313	You can actually make your own levels on it, which is pretty cool.
2752591	2753932	Wait, you can make your own levels?
2754012	2755674	Yeah, it has a level editor built into it.
2755774	2756474	That's cool.
2757195	2757916	That's very cool.
2758216	2759417	It's coming out for the PSP.
2761478	2766923	I can't remember the website, but I'll find it out while we're talking and I'll let you guys know.
2767083	2767984	We're almost at the end of the show.
2768004	2768805	I only got one more story.
2768885	2769445	I'll be hurry.
2769485	2769846	I'll hurry.
2770046	2770286	All right.
2771006	2771867	Last story here.
2772268	2775430	We always seem to talk about these video games that are being turned into movies.
2776491	2779634	MTV, hooray, hooray, bought the film rights.
2779834	2781095	I said that with a little bit of sarcasm, by the way.
2781530	2785014	Midway's The Suffering Executive Vice President of MTV Films David Gale
2804827	2811129	It makes perfect sense for us to work with Midway, Stan Winston, and Circle of Confusion on bringing the suffering to life as a feature film.
2811529	2819212	Yes, that's why I think it's interesting that it says gaming is such a huge part of the culture for MTV's audience when I can't think of many gaming shows that MTV has aired.
2819772	2826034	Maybe a special here and there, and a category on their video music awards, but not really a huge part of the network.
2826494	2828195	Then again, music videos aren't a huge part of the network either.
2828215	2829715	I think they're referring to their audience themselves.
2829855	2830315	I suppose.
2830596	2830776	Anyway.
2831716	2831976	Anyway.
2833186	2838647	I guess we'll see when we get some stars and directors attached, but all we know for now is that MTV is producing them.
2838667	2839807	That's not necessarily a bad thing.
2839887	2843088	MTV, even though I'm knocking on them a little bit, they've actually put out some pretty good films.
2843888	2846509	Election, from a couple years ago, is one of my favorite movies.
2846569	2847029	It's great.
2847489	2849510	And MTV was actually behind that, so go figure.
2849590	2853310	And one that I like that's coming out pretty soon was Roll Balance.
2853550	2854231	Looks interesting.
2854731	2856331	Weren't they behind Napoleon Dynamite, too?
2856911	2857571	I want to say yes.
2857731	2858151	I think so.
2859592	2860592	Even though that movie kind of...
2861314	2861995	You're welcome.
2862015	2863376	Loki, your final thought?
2889690	2890991	Happy birthday to me.
2891091	2892311	That's right, happy birthday to you.
2893532	2897473	And for your birthday, I had Final Fantasy VII Advent Children leaked to the internet.
2897533	2899154	Oh yeah, I forgot to mention that.
2899754	2900154	There you go.
2901615	2906337	Alright, have a good night, or day, or afternoon, whenever you happen to be listening to this, everybody.
2906457	2907757	Have a good time.
2908017	2908678	Just have a good one.
2908798	2911099	Have a good time, have a gay old time.
2913760	2915380	Loki wants you to have a gay old time.
2915860	2917021	And on that note, goodbye.
2918624	2922190	That's the end of another Orange Lounge Radio To Go edition.
2922510	2928039	This podcast is a proud part of www.orangeloungeradio.com.
2928480	2929502	See you next update.
