start	end	text
1632520	1634920	You can't handle the power of Mega Man.
1634920	1638760	So I'm not sure what's up with that, and there's a lot of people that don't know what's up
1638760	1639760	with that.
1639760	1644480	But anyway, it's going to be coming out, I believe the price is somewhere around $15
1644480	1645760	is what we're looking at.
1645760	1649200	And it's going to feature the first six Mega Man games.
1649200	1653460	Now some of you, and I'm sure many of you actually even right now, are making that comparison
1653460	1660720	to the, what, the original Xbox and the PlayStation 2 and the GameCube release of the Mega Man
1660720	1661720	Museum.
1661920	1662920	I don't remember what they called it.
1662920	1667240	Just the Mega Man collection or something like that that came out that was the first
1667240	1669920	eight Mega Man games.
1669920	1675080	And if I remember right, it had the arcade fighter and all that stuff too.
1675080	1678640	So you're actually losing a few games with this newer collection.
1678640	1684200	However, some things to note, this is cheaper, although one could argue that you could find
1684200	1687440	a used copy of that old collection probably for just as much.
1687440	1691960	But it's also going to have a new museum mode and a challenge mode.
1691960	1695680	Challenge mode will have different gameplay segments from all six games, sounds a little
1695680	1699520	bit like NES Remix, but with the Mega Man games maybe.
1699520	1703320	And also I guess some type of like leaderboard will be there as well.
1703320	1708480	And what's also interesting about this is this is coming from, and the name of the company
1708480	1712000	escapes my mind, Digital Eclipse, is that the company that's putting this out?
1712000	1714060	I think it is.
1714060	1718020	And they've been kind of dormant for a little while and they've basically resurfaced with
1718020	1726200	this saying that their goal right now is to make the criterion collection of video games.
1726200	1732280	And so this is in some ways the first inductee into that very special collection of video
1732280	1733340	games.
1733340	1737540	So I'm interested.
1737540	1743700	I think it'll look better on the TV like the one I have now as opposed to hooking up the
1743700	1745780	old collection and playing it there.
1745780	1750740	I'm intrigued by some of this online and challenge mode and some of these extra things, but yeah,
1750740	1754420	they're going to have a big hill to kind of get over with the whole, why aren't these
1754420	1756260	other games there and so on.
1756260	1758960	Why isn't this running native 1080p?
1758960	1760500	Is this totally upscaled?
1760500	1762900	Well, I don't know.
1762900	1766860	Why can't Samus crouch?
1766860	1767860	What do you mean?
1767860	1768860	What do you mean it's cropped?
1768860	1769860	I can't see what they didn't.
1769860	1770860	They didn't fix it.
1770860	1771860	So you could do widescreen in this.
1771860	1772860	What's up with that?
1772860	1773860	I don't know.
1773860	1774860	We'll see.
1774860	1780860	Jamie, would you, would you pay 15 bucks for this type of collection on the PC?
1780860	1781860	I don't know.
1781860	1782860	No, no.
1782860	1783860	You have to see a little more.
1783860	1784860	Yeah.
1784860	1785860	Got to get your hands on with it.
1785860	1786860	I understand.
1786860	1789860	Why pay $15 when you could pay $2 on a Steam sale?
1789860	1790860	Exactly.
1790860	1794060	Bobby, you're going to pick this up?
1794060	1799820	No, I've never been very good at Mega Man, so I've already played him and lost.
1799820	1801420	Oh, and that's how it goes.
1801420	1803620	If you can't beat the demo, you don't buy the game, right?
1803620	1804620	That's right.
1804620	1806380	That's why I never bought Mega Man 9 or 10.
1806380	1807940	Oh, man.
1807940	1808940	Those were some hard demos.
1808940	1812220	All right, well, guys, we're coming up about on 7 o'clock.
1812220	1815940	We're going to have to take a break here because Nintendo chopped off the beginning of our
1815940	1818340	show, and now Bethesda's chopping off the middle here.
1818340	1821060	They're going to nuke it for more of it, if you will.
1821060	1825100	But you know, Jamie's got to get a word in edgewise here, people, and every week here
1825100	1828940	on the show, she likes to take us on a trip down memory lane.
1828940	1831260	You know what, Jamie, screw all this new shit.
1831300	1835180	All this stuff people are going to see this week, it don't matter.
1835180	1836180	It don't matter.
1836180	1838380	You've got a thousand games out there you can already play, right?
1838380	1840100	Yeah, and this one's old as balls.
1840100	1843860	So here it is, the classic game of the week.
1843860	1847260	Dark Soccer is going to step into the gaming vault and find a game that she thinks, hey,
1847260	1849300	you should check this game out this week.
1849300	1851100	Screw all this newfangled shit.
1851100	1854580	Dark Soccer, what is the classic game of the week?
1854580	1860620	In honor of Bethesda's upcoming chat about stuff, I'm going back to something that kind
1860660	1862860	of started a lot of this for them.
1862860	1869980	Back to 1994, for PC-DOS, yes, I'm talking about Elder Scrolls Arena, the first in the
1869980	1874540	Elder Scrolls lineage, I should say.
1874540	1880540	So basically, it has a lot in common with its sequels, I mean, this one pretty much
1880540	1885460	laid the foundation of it, but you are playing from first person's perspective.
1885460	1889500	You have melee combat with your mouse, you can drag a cursor across the screen to attack.
1889500	1894700	You have magic with a menu and everything, and it's basically going around and going
1894700	1905540	to inns, farms, dungeons, killing creatures, doing story stuff, exploring, and it actually
1905540	1908040	was a pretty, I'd say a difficult one.
1908040	1915340	This one just was not really one of the easiest games I think I've ever played, but there
1915340	1920500	is a little bit more of a story behind this one too.
1920500	1931500	Basically it has to deal with banishing an apprentice, the main baddy guy, banished his
1931500	1940500	apprentice to the, I guess, killed her pretty much, and her soul basically makes it through
1940500	1944660	and teaches you how to escape the dungeon and a bunch of other stuff, you have to rescue
1944660	1947580	the real emperor and lots of other stuff.
1947580	1951700	I didn't play too much of this one myself, but I figured I was going to bring it up just
1951700	1954980	because it's Bethesda.
1954980	1960420	And without this game, we wouldn't have Skyrim or Elder Scrolls Online, which was a big deal
1960420	1961420	this week.
1961420	1965220	But the biggest influence of this one, this was a really big thing I liked, was that they
1965220	1977580	thought that because it had been highly influenced by Ultima and by pen and paper roleplay games,
1977580	1983900	as well as just a few other type of first person games that had been out including Legends
1983900	1985080	of Valor.
1985080	1991100	So I'm only going to keep this one quick because I know we've got stuff coming up, so there
1991100	1992460	you go.
1992460	1999260	As far as any kind of releases on this, it came out Christmas Day 1994, well it was supposed
1999260	2003660	to, but then it got released on November 28th before the Christmas rush.
2003660	2011300	And it came out on CD-ROM and three and a half inch floppy disk, but the CD-ROM had
2011300	2018580	enhanced speech, different CG video sequences, and then in late 1994 it was re-released as
2018580	2025100	a deluxe edition with the CD-ROM with the latest patch, as well as a map of Tom Reel
2025100	2028700	and a big hint book.
2028700	2034700	And then it was later released in 2004 as freeware, but it was the three and a half
2034700	2037500	floppy disk version and not the CD-ROM.
2037500	2042660	And you may need a DOSBox to run it since it was a DOS based program.
2042660	2048420	And then later on in 2007, the CD-ROM version was released as a limited edition re-release
2048420	2054100	for PC, and it included DOSBox on it so you would have compatibility issues and it had
2054100	2056060	the same type of cover as Morrowind.
2056060	2057380	So there you go.
2057380	2063260	All right, there it is, your classic game of the week arena, Elder Scrolls.
2063260	2069220	There it is, we're at about seven o'clock and this has never happened to us, trying
2069220	2073180	to do a live OLR before, but we're being bumped by a press conference.
2073180	2078660	So we are going to take a break here while the Bethesda press conference begins and we'll
2078660	2081660	be back whenever it's over to wrap up and get your guys' thoughts.
2081660	2084700	Hey Bobby, thanks so much for joining us at the beginning of the show here.
2084700	2088700	I'm sorry that we didn't get to spend more time with you or that your own show got bumped,
2088700	2090620	but I'm glad we got to have a little chat.
2090620	2092740	It's always nice to come on this side of the fence.
2092740	2094580	It is, you should make it happen more often.
2094580	2097020	All right, take care my friend, we're gonna let you go while we go to break.
2097020	2098020	All right, see ya.
2098020	2099020	All right, see ya.
2099020	2104500	All right, and we'll be back after this to get your reactions to Bethesda and more when
2104500	2112620	Orange Lounge Radio returns.
2112620	2118040	Welcome back everybody to Orange Lounge Radio, live with this E3 2015 special edition for
2118040	2121300	June the 14th of 2015.
2121300	2125140	For those of you listening on the podcast feed, you're probably like, wow, that went
2125140	2126140	by really fast.
2126140	2130900	But in real time, as we're live on this Sunday evening, a whole 90 minutes just went by as
2130900	2135460	we watch the Bethesda press conference here at Studio N7.
2135460	2138460	I do want to note, just because I never got around to housekeeping, because we've had
2138460	2141900	to move really fast tonight, you'll notice tonight's episode does not have an official
2141900	2149380	number designation, so we will resume with episode 602 next week, June the 21st of 2015,
2149380	2153220	since tonight's show is super abbreviated, we're having to cut a lot of corners, we're
2153220	2156420	not going to be able to do gaming week and probably a lot of our usual segments.
2156420	2160660	Some people don't know how to read a calendar and don't know when E3 starts, and it's like,
2160660	2164740	okay, E3's next week, you don't need to be doing all your press conferences like a week
2164740	2165740	in advance.
2165740	2169840	I know, I know, there's so much that it's spilling over into the day before.
2169840	2174500	DarkSakura actually had to leave, she has training going on at work, so she had to be
2174500	2178180	in early, so she knew she had to leave at 830, and once the press conference is going
2178180	2181380	on and on, you know, she realizes she has to leave.
2181380	2183980	She'll be back next week for episode number 602.
2183980	2188860	Meanwhile, though, with our E3 2015 special, since we did just watch the Bethesda press
2188860	2192060	conference and things are fresh in our mind, let's talk about our thoughts.
2192060	2197380	And in a little while, I will be opening up the Skype line at 1877 Game OLR or username
2197380	2201700	on Skype, Orange Launch Radio, so you guys can share your thoughts as well.
2201700	2203840	But first, let's talk here in studio.
2203840	2206500	So, Loki, what did you think overall Bethesda's first go at the press conference?
2206500	2207780	I thought it was pretty good.
2207780	2212060	The only weak point I think that was in there was Battlecry.
2212060	2215620	I think that just didn't look that interesting at all.
2215620	2218980	But everything else looked fine, you know, Fallout 4 looked great, Doom looked better
2218980	2222740	than I thought it was gonna, and Dishonored 2 was nice.
2222740	2225820	Battlecry is a holdover from last year, because that was one of the few games that Bethesda
2225820	2231700	had last year, when being at E3 last year, their booth only consisted of the evil within
2231700	2236180	in that game, Battlecry, which was for a lot of the Team Fortress elements.
2236180	2240620	I thought it was fun to play, I'll check out that beta when it goes out, especially
2240620	2243220	since they're using the free-to-play model.
2243220	2249220	But yeah, I think next to a lot of the other stuff they were showing, it kind of, you know,
2249220	2254980	it was a footnote, I think, compared to Doom, which I wasn't really expecting to care about.
2254980	2260900	You know, I used to love the old-school first-person shooters, like Doom, Quake, Wolfenstein, I
2260900	2263660	used to love those old-school games, but I don't know, they kinda, somewhere along the
2263660	2267620	way a lot of them lost me, and I played some here and there, like I get into Halo, you
2267620	2272420	know, but I gotta say that Doom looked really, really nice, like the graphics, obviously,
2272420	2273660	were astounding.
2273660	2277120	It had a lot of that nostalgic feel, like I think you pointed out, oh, the door noise
2277120	2280620	is the same from the old games, the little elevator and stuff.
2280620	2286460	But I thought what was really neat about that was the little big planetization of it, with
2286460	2288900	the, what was it, Snap Map, whatever they called it?
2288900	2292580	I thought that was the most interesting thing in the entire press conference.
2292580	2296740	Just the fact that they're opening up all these, you know, abilities for Doom, and the
2296740	2301940	fact that, okay, so you can have like a classic deathmatch, but you could also do like a Gears
2301940	2305340	of War, what do they call that, locust mode, or Mass Effect multiplayer?
2305340	2306340	Yeah, like a horde mode.
2306340	2310400	Yeah, where it's like, that's what it is, horde mode, where it's like co-op, you versus
2310400	2313660	all the demons, and you can like design that yourself.
2313660	2318660	I thought that was, especially if they have it in a way that you can kinda compare how
2318660	2321940	you do against your friends, and, you know, have things that you're working towards on
2321940	2326500	the leaderboard, I think that stands to be a really notable concept for me.
2326500	2330580	So I mean, that I think says a lot about a press conference, when it can take a game
2330580	2335040	that wasn't really on your radar, or you're feeling very passive, meh, there's a lot of
2335040	2338720	stuff fighting for my attention right now, and a press conference can put a game on your
2338720	2343300	radar like that, and I think they did a really good job with that, with Doom.
2343300	2348020	I gotta admit though, and I'm gonna take a lot of shit for this, but I'm ready for it,
2348020	2353740	I wasn't grabbed by Fallout 4 in the same way, which I know sounds ludicrous considering
2353740	2359980	how much is going on in that game, but I just, and I guess when I tried to play Fallout 3
2359980	2362880	before or whatever, like I just couldn't get into it the same way I can get into a Skyrim
2362880	2367740	game, and I can't put my finger on what it is that's not drawing me in, I feel like I
2367740	2372620	will kinda owe it to Fallout 4 to check it out eventually at some point, but I wasn't
2372620	2375340	like screaming my head off like those people in the audience for November time.
2375380	2380020	I'm hoping that a Fallout game like Fallout 4 though, the way it seems that you're brought
2380020	2386260	up in this, you know, Fallout 3, see I never played Fallout 3, and I have Fallout New Vegas
2386260	2390180	and I tried playing it, but I don't, like the premise to me it seems like that you're
2390180	2394420	a character already in this world, so you're kinda supposed to be familiar with everything,
2394420	2399340	whereas this is like, okay you've been, you know, locked in this vault for 200 years,
2399340	2401060	and you come out and you don't know anything.
2401060	2403820	You don't know what the hell's going on, and it's great because I don't know what the hell's
2403820	2405220	going on in the Fallout universe.
2405220	2409740	Now Bobby's voicing up in our chatroom, and I will reintroduce our chatroom over at live.vognetwork.com
2409740	2413180	reminding us that Fallout New Vegas wasn't really a Bethesda game, so that might not
2413180	2418100	be the best game to base your judgements on, because that was, they contracted out with
2418100	2421340	a third party developer to try to keep the series going.
2421340	2427020	Well I did play Fallout 3, so I'm gonna tell you I'm not sure it is gonna change your opinion.
2427020	2431340	There are some neat things that the game does, and again I'm not like, I think there's always
2431340	2435060	these video games, and I do this all the time on OLR, there's a lot of video games
2435060	2436060	like this.
2436060	2439260	Before you brand me a hater or cynic or whatever, there's a lot of games where I stand back
2439260	2443820	and I look at it and I go, I bet that's a really awesome game for other people, and
2443820	2447500	I see why other people are into it, but eh, I'm not really into it.
2447500	2452220	Case in point, a lot of sports games for me, it's very rare I really get into a sports
2452220	2455500	game, but you know, when I see some of the, you know, previews and some of the things
2455500	2459560	that they do, you know, I understand how other people get into them, it's just, eh, not really
2459560	2460560	for me.
2460560	2463520	Honestly, I think Pokemon would be another really good example of that.
2463520	2467880	I get why people are so into Pokemon, but every time I try to sit down with it, I never
2467880	2471160	get past the first couple gyms, you know, it's just the way it is.
2471160	2473840	So, anyway, just my thoughts there.
2473840	2480160	At least I know Fallout 3 would run okay on my machine, because my machine's crap.
2480160	2481160	Yeah.
2481160	2484400	Let's see, so what else did they talk about?
2484400	2489280	They of course did their little, you know, it's out now mic drop, ceiling opens, hundreds
2489280	2493000	of mic, no, I guess it wasn't that big of a mic drop moment, but the whole little tablet
2493000	2495920	game that they were talking about with the Fallout Shelter, which looks really cute,
2495920	2500560	I'll certainly check that out, if nothing else, I like those tiny tower types of games.
2500560	2504720	I noticed a little shade thrown at second screen gaming experiences, what'd you think
2504720	2505720	of that?
2505720	2509040	He said that a lot of second screen gaming experiences are crap, and I was kinda like,
2509040	2512920	is that a dig at Wii U, or is that specifically the tablet types of games?
2512920	2518540	I think he's talking more like, I don't think he's digging at Wii U, I think he's talking
2518540	2525180	about stuff that Microsoft and PlayStation has as far as second screen stuff.
2525180	2529460	I don't think he's, you know, it seems like, yeah, and I do have to agree, a lot of it's
2529460	2535400	been crap, you know, just like, ooh, you have a map, or ooh, you could pick a song or something.
2535400	2538900	There's a part of me though that gets up there and says, you got a lot of balls criticizing
2538900	2544980	Nintendo when you just showed that you have a Donkey Kong clone in your little pip game
2544980	2548420	thing, which looked cute, I mean, don't get me wrong, I just, I was, so yeah, I'm
2548420	2554060	hoping that he just, you know, he just ran his mouth and was more targeting the tablet
2554060	2557900	based experiences and not so much maybe, you know, what Nintendo tries to do with the Wii
2557900	2558900	U.
2558900	2562140	Well, he clearly isn't talking about Nintendo because they're not getting Fallout, so, you
2562140	2563140	know.
2563140	2564140	Yeah.
2564140	2568460	Maybe they can run Fallout Vault, whatever that is, you know, the iPad game.
2568460	2569460	Yeah.
2569460	2572420	Act F agrees that that's more like tablet and mobile stuff.
2572420	2575620	Fifth Dream in our chat saying, PlayStation 4 doesn't even like, tell you when a game
2575620	2580620	has second screen except maybe on the back of the box, Vidpower says, to be fair, he
2580620	2586020	also made it fun of themselves right after, so, there you go.
2586020	2589060	What do you think about them getting into the trading card game business with the Elder
2589060	2590060	Scrolls?
2590060	2593260	Man, I just don't care, it's not a genre that's interested, interesting to me at all, so.
2593260	2596060	You were hoping for Elder Scrolls Skyrim HD.
2596060	2600460	Well, they had clips of Skyrim, I, see, I wasn't sure if it was like a retrospective
2600460	2605140	like here's all these great games that we've made in the past, or here's some clips of
2605180	2608860	games we're going to be talking about today, you know, that type of thing.
2608860	2612060	And they had Dishonored, you know, I thought, okay, well, they have Dishonored, then maybe
2612060	2614500	they're going to have, you know, Skyrim.
2614500	2618460	Yeah, I mean, we're getting the Dishonored special edition, which is great for people
2618460	2620900	like me that didn't even check out the game the first time.
2620900	2628020	Maybe Skyrim thing will come later or something, or maybe it's, you know, I don't know, don't
2628020	2630460	want to detract from Fallout 4, I guess.
2630460	2633700	Perhaps, that could be very true as well.
2633700	2634700	Let's see.
2635260	2640940	Talking about the limited edition Fallout 4, the little pip device that actually uses
2640940	2642940	your real smartphone.
2642940	2647940	I got to say, you know, again, I'm not super into Fallout, but when I saw that, I was like,
2647940	2650260	all right, that's pretty fucking rad.
2650260	2657180	Like if I was, you know, more into the series, I'd be like hitting up Amazon, how can I preorder
2657180	2658180	that right now?
2658180	2659180	Because that did look pretty badass.
2659180	2664460	Although, I have to wonder, does that only fit the like fives and sixes, iPhones and
2664460	2665460	the smaller androids?
2665460	2666460	Because I got a six plus.
2666460	2667460	Is that going to fit?
2667460	2668460	It's supposed to fit all phones.
2668460	2669460	All right, I hope so.
2669460	2670460	I mean, it doesn't matter.
2670460	2673780	I'm not going to really end up getting one, because I think it's going to be easily $100,
2673780	2674780	but...
2674780	2677540	Oh, well, just $100?
2677540	2678540	At least, at least.
2678540	2679540	I'm talking three digits.
2679540	2681700	That's probably like, I'm guessing that's like $200 right there.
2681700	2683780	Well, it's just a shell for your smartphone.
2683780	2685900	It's not an actual, you know...
2685900	2687100	Yeah, I understand that.
2687100	2689980	I understand it's just a shell or a statue or whatever.
2689980	2693120	They have that type of stuff, but those are expensive.
2693120	2697840	Just like what, Titanfall had a fucking statue in that shit, and it was fucking expensive.
2697840	2698840	I don't know.
2698840	2699840	I just expected the expensive.
2699840	2700840	All right.
2700840	2704600	Well, we'll get all your guys' thoughts on the Bethesda press conference just a little
2704600	2705600	later.
2705600	2708080	For now, though, we want to just touch on a few stories that...
2708080	2709920	I may have to buy Fallout 3.
2709920	2711880	I have been buying lots of stuff on Steam sale.
2711880	2712880	You know what?
2712880	2716040	There is a Steam sale going on right now, as you know about, for sure, and maybe now
2716040	2717980	is the great time to pick up Fallout 3.
2717980	2721360	You know, we didn't talk about our gaming weeks, because we've had no time, but I don't
2721360	2724040	know about you, but I succumbed to that Steam sale.
2724040	2727760	I bought Cities Skyline, which is that...
2727760	2733540	This is the game that SimCity should've been, but I've played maybe 15 minutes of it, so
2733540	2737760	I'm not in any position to tell you about the game, but I definitely see, like, wow,
2737760	2739520	there's some strong SimCity parallels here.
2739520	2744360	I bought some stuff for my son to play with me with.
2744360	2749240	So I bought Lego Batman 2, because, you know, I've been talking to him about that, because
2749240	2751080	he's kind of getting bored of Lego Marvel superheroes.
2751080	2755320	We beat it, like, a long time ago, and, you know, this game is similar to that, because
2755320	2759520	it has an open world and everything, so I bought that for him and for me to play.
2759520	2763440	And then I also bought Lego Movie, the video game, because we watched part of the Lego
2763440	2767320	Movie, and I like the movie, and it's awesome, and the game's, like, five bucks, so I was
2767320	2768320	like, you know, whatever.
2768320	2770120	And then I bought some other stuff, too.
2770120	2771120	I've been...
2771120	2773680	You know what I've been playing a lot of?
2773680	2774680	I know.
2774680	2775680	Shocking.
2775680	2778040	I've been, like, playing a lot of their clicker game on there.
2778280	2780720	Oh, their little, um, for the sale?
2780720	2781720	The clicker game for the sale?
2781720	2783400	Yeah, I've been playing that a lot.
2783400	2784400	It's a little laggy.
2784400	2788320	Like, I love the concept of a thousand people all playing it at once, but, like, I notice
2788320	2790640	I'll click something, and all of a sudden, the health bar's like, whoo!
2790640	2795240	Like, it's got some technical challenges, but it was a clever little thing for a sale.
2795240	2796240	I gotta say.
2796240	2797240	I'm trying to think of whatever else I bought.
2797240	2803520	I mean, I actually have to literally look at my stupid list here of what I bought.
2803520	2811000	To register participation for this week's episode of Orange Lounge Radio at vognetwork.com,
2811000	2813840	use the passphrase, net.
2813840	2814840	I don't know.
2814840	2816400	I bought a few other things, too.
2816400	2818880	Oh, Castle Crashers, because that was dirt cheap.
2818880	2825640	I bought that, and then, what else did I buy?
2825640	2826640	I don't remember.
2826640	2831040	But, yeah, I know I bought the two LEGO games, because, I don't know, they're kind of addicti-
2831040	2836640	Oh, Command & Conquer Red Alert 3, because I love Command & Conquer Red Alert, and that
2836640	2837760	was pretty cheap.
2837760	2843640	And they had, you know, was it that ten-level, four-level thing that came from that Humble
2843640	2849120	Bundle with EA, and I just wanted the full game, so I was like, okay, I'll do it.
2849120	2851440	More comments from our chatroom over at live.vognetwork.com.
2851440	2856120	Kaijuto says, Bethesda may have just won E3, that was so freakin' good.
2856120	2859520	Dungeon Buster saying, Fallout 3 is good, just be sure to get it with all the DLCs since
2859520	2862120	one of those actually gives you a real ending.
2862120	2866440	VidPower in chat says, I'm ashamed to admit that I've never played any Fallout games.
2866440	2867820	Don't be afraid to admit that.
2867820	2872120	It's like me coming out and being afraid to say, I don't have the same feelings the rest
2872120	2873120	of you do to it.
2873120	2877360	I never played through Oblivion all the way, or at least, if I did, actually I may have,
2877360	2879320	it was a long time ago.
2879320	2884820	There is no time to play every single, unless you're getting paid to do it, there is not
2884820	2888200	enough time to play every single critically lauded game start to finish.
2888200	2891160	I would even think, even if you are paid to do it, there's just not enough hours in
2891160	2894560	the day if you're exploring every nook and cranny of every critically lauded game.
2894560	2896800	So you do have to pick and choose a little bit.
2896800	2900880	And if you play any MMOs, then that just cuts your hours even more.
2900880	2904640	I'm gonna wait and see if this gets on sale even more, because it's only 40 or 50% off
2904640	2906720	right now, so.
2906720	2912560	MegamanX400 in chat says, we can't call E3 winners yet.
2912560	2915200	Let's put it this way, they've started off pretty strong.
2915200	2916200	Stop it!
2916200	2919960	I mean, this was definitely better than the Oculus little thing, but.
2919960	2922320	This was the best E3 Sunday ever.
2922320	2927640	In fact, this is the first E3 Sunday ever, but between the Nintendo stuff this morning
2927640	2928640	and Bethesda.
2928640	2933000	Well, let's put it this way, they have, you know, I'm expecting great things from Microsoft
2933000	2940680	and from EA, okay, maybe not so much from EA, but Microsoft and, you know, Sony, Nintendo,
2940680	2943260	I'm expecting great things from them, so hopefully we'll see that.
2943260	2948780	And Ubisoft, Ubisoft has been rocking it, like, each year, it seems like, so I'm looking
2948780	2951900	forward to having some great announcements from them as well.
2951900	2956420	However, I mean, Watch Dogs was kind of a letdown, although, I can't even really say
2956420	2959780	that, you know what, it sounded like a letdown, I have to fucking give myself, I haven't played
2959780	2962300	it yet, so I don't know.
2962300	2966780	But like, I'm not as excited, like, about Watch Dogs, or I wasn't as excited about the
2966780	2972500	crew at, when originally those sounded really awesome, and I don't really give a shit about
2972540	2975780	their Tom Clancy game that they have coming, well, both Tom Clancy games that they have
2975780	2981060	coming out, I just don't care about those, so I don't know.
2981060	2985460	And I'm sure we'll see another fucking Just Dance game, it's just gonna be, whatever.
2985460	2989320	Bobby's reminding me in chat that Connect had that big event during OLR a few years
2989320	2993420	ago, hashtag space ponchos, that's right, because then they do it twice, they did it
2993420	2997420	twice, it was weird that year, they did one on Sunday and one on Monday, and like, it
2997420	3002100	was like a repeat, I don't know, anyway, so I guess it wasn't the first E3 Sunday ever,
3002100	3004700	but the first in a long time, okay?
3004700	3005700	Calm down.
3005700	3011620	Alright, so it's gonna be a fun week, it is gonna be a fun week, and I'm sad I have to
3011620	3016200	work tomorrow, I gotta pay the bills, I gotta pay the bills, but I'll be looking for my
3016200	3020700	bullet point list of what I missed at Microsoft and what trailers I have to view, and then
3020700	3025300	whatever fucking Mass Effect came out, give me the Mass Effect, get it all right now.
3025300	3029440	I will be watching the live blogs because I have to take phone calls so I can't actually
3029440	3035480	stream it like I used to, whereas at work, you know, previous employers, that was considered
3035480	3040320	part of my job, so I would literally get up from my desk, go to a conference room and
3040320	3046200	stream that shit on a big fucking TV, because I made the excuse for myself to do that, because
3046200	3049840	my boss wasn't there anyways, because he'd be at E3, and I'd be like, no one's gonna
3049840	3050840	tell me not to.
3050840	3054960	But I like that Sony is at night, because then I can come home and watch the Sony thing
3054960	3058240	on my PS4 and it'll be just fine.
3058240	3061680	And there's always YouTube later, and a lot of times, you know, you're just really watching
3061680	3065840	for trailers and gameplay video and stuff, I mean, and that's all gonna be up later on,
3065840	3066840	so it's not a big deal.
3066840	3070400	I hope the PlayStation thing isn't like three hours long this year, they had a long show
3070400	3075080	last year, and it was different when you're there, it doesn't seem to crawl as much, but
3075080	3077600	when you're not there, it can drag.
3077600	3084600	All I ask is if they don't waste time on things, like, keep your gameplay demos somewhat short,
3084600	3090000	like even Doom 1 seemed kinda long, I understand why, I mean, they're teasing each other's
3090000	3095800	weapons and stuff, but it seemed long, and I just, I hope that, you know, they kinda
3095800	3098200	shorten that stuff down a bit.
3098200	3103440	Like Nintendo, especially Nintendo, we don't need you to explain how the gameplay elements
3103440	3105860	work and stuff, just show us the fucking gameplay.
3105860	3110200	If you wanna explain how that shit works, you can save that for the fucking Nintendo
3110200	3111600	treehouse shit.
3111600	3115880	Alright, let's move on, let's try to cover some of the other news that's come up in the
3115880	3119720	past week, we're gonna improvise a little bit here, cuz Loki and I are pretty much having
3119720	3123880	to make up a show as we go tonight, with Dark Sakura having left, and we lost an hour we
3123880	3128920	thought we'd have, so, since you brought up Steam, I'll talk about this with Valve, and
3128920	3132480	then Loki, I know you had a Valve marked thing, maybe you wanna bring that up, I don't know,
3132480	3135680	but I wanna talk about this because, you know, with the Steam sale going on, there's a little
3135680	3140400	bit of controversy going on with that, that apparently some developers and publishers
3140400	3143360	are hiking up their prices.
3143360	3148840	In fact, Bethesda being called out as one of them, that Wolfenstein The New Order apparently
3148840	3157240	was hiked up from $45 to $60, then went on sale half off for $30.
3157240	3164160	It's not just Bethesda, Ubisoft took Assassin's Creed Black Flag from $29.99 to $39.99, and
3164160	3168620	then there was a 40% off sale, so it goes down to $23.99.
3168660	3175000	And then, Grand Theft Auto 5 also being pointed out because what they did, they jacked up
3175000	3182140	the price of the game to $80, but they did it with a card, they gave you consumables.
3182140	3188060	All they're doing is, well, a couple things, they're putting it out with one of their stupid
3188060	3196020	shark cards, so basically what they're doing is giving you a free DLC or free in-game item,
3196060	3200580	money in the game, but the game's still the same price as it normally is because they
3200580	3203420	can do that, it's digital goods, it doesn't cost them anything.
3203420	3204420	So really, that's what they're doing.
3204420	3206940	So it's not really a discount.
3206940	3211420	The other thing, though, that someone was saying, and I'm not really sure how the details
3211420	3215780	work on this, but they were saying that because of the fact that it's put out there with a
3215780	3223980	piece of consumable, an in-app purchase, if you will, you can't refund the game, per the
3223980	3226460	Steam rules.
3226460	3230540	I'm not sure if that's the case, but then also I come up to the conclusion of, why would
3230540	3231540	you want to do that?
3231540	3236740	Because it's Grand Theft Auto 5 and it's amazing, there's no reason why you would need to return
3236740	3238740	the game, it is amazing.
3238740	3243540	Well there you go, so some people kind of push in those Steam, I mean, there's nothing
3243540	3247900	wrong with what they're doing, and technically in retail a lot of this stuff happens too,
3247900	3248900	is that, you know...
3248900	3254980	I think they forget that there are websites that do track the price changes, and people
3254980	3257940	are going to catch on to your shit.
3257940	3258940	Just be honest with it.
3258940	3263700	I mean, if you're going to mark it down 10%, mark it down 10%, a la Witcher 3.
3263700	3266260	At least they were pretty honest with it.
3266260	3271940	Hey, I'll take a 10% discount versus you jacking the price up and making it seem like it's
3271940	3278540	more of a discount, because I'll be like, wait a second, wasn't this just $44 last week?
3278540	3280540	I mean, I don't know.
3280540	3286500	Alright, did you want to talk about maybe the Dota 2 thing, since that's also Valve?
3286500	3293820	Sure, so they're going to have Dota 2 Reborn, I guess they're going to make it easier to
3293820	3301900	play the game, and it's going to be a new client for Dota 2, and they're going to allow
3301900	3307500	people to spectate Dota 2 a little bit easier as well as play it even easier.
3307500	3313820	And they're going to have some new features to Dota TV, including new DVR-style pause
3313820	3326260	and rewind, also broadcasting in 1080p 60fps streams, and I guess they're saying they're
3326260	3328620	upgrading their chat room.
3328620	3334060	So basically trying to up the quote-unquote quality of their MOBA that's really not even
3334060	3338340	that old anyway, but I always thought they had a pretty good tutorial in that game, but
3338340	3341780	there's a lot more micromanaging that happens in Dota compared to a game like Heroes of
3341780	3342780	the Storm.
3342780	3349980	New tutorials, and they're saying guided bot matches.
3349980	3351860	But then there's something else with that, right?
