start	end	text
2620600	2630440	line. And if we can start individually, each one of us just doing different little kind things
2630680	2636920	during the day. Even if it's telling a stranger they have a cute shirt.
2637800	2638520	But six feet away.
2639400	2644840	At six feet away, yes. Or like today when I was leaving the pharmacy to get my meds,
2644840	2649320	there was a security guard just sitting by herself kind of forlornly looking out the window. And I
2649320	2653960	stopped across the desk. It was actually a good six foot distance. And I just asked her how she
2653960	2659880	was doing today. Hope she had a great rest of her weekend. And she lit up. And for some people,
2659960	2664760	that's all it takes. If you have an elderly neighbor in your neighborhood,
2665400	2668920	bake cookies and take it to them unless they're diabetic and then bring them chicken.
2670440	2676520	But there's different things that you can do. And I absolutely suggest checking out randomax.org
2676520	2684840	and checking out GISH. I think it's GISH.org, G-I-S-H. But definitely check them out. Run by
2684840	2692120	amazing people. All of them. And it's a lot of fun. And you get to flex your creative muscles.
2692120	2695960	And the community is just really, really supportive and really wonderful. Even if
2695960	2703000	you're on a different team, people who did the hunts in previous years will give you great
2703000	2708520	advice. They're absolutely amazing. And then Animal Crossing. That's my favorite.
2708520	2710520	Of course. Of course. All right. Loki, how about you?
2710520	2713240	And I did play Pirates of the Caribbean pinball finally.
2713240	2714600	Oh, where at?
2714600	2716440	It's pretty at my house.
2716440	2718600	Oh, not lucky. Nice.
2718600	2720120	Dan sold a few tables for it.
2720120	2721880	Ah, OK. Nice.
2721880	2728520	And we just picked up Monster something. I don't think it's one of the Elvira ones.
2728520	2732840	It's like, I think it's Monster Mash or something. So we just got that anyway.
2733400	2735720	All right. We'll move on to Loki. Loki, how was your gaming week?
2737480	2740680	Non-existent, really. Because like I said, I've been working on my game mostly.
2741080	2745960	I played a little bit of Orna, but that's pretty much it was just that.
2747480	2749640	But yeah, I really wish I could tell you what I was working on.
2750280	2753400	Have video already. I can't show you. So I'm sorry.
2753400	2757400	Why not? I'm starting to get on Bobby's side with this. Why not?
2757400	2759080	The only person stopping that is you.
2761000	2762680	That's where you're wrong. So.
2763720	2770360	Oh, OK. Interesting. All right. All right. Well, OK. So you've been working on your game.
2770360	2775240	We're waiting for that. All right. So my gaming week. So a lot of stuff that I usually play,
2775240	2779960	you know, I was I was I was out doing Ingress. I was doing my my cemetery creeping today.
2779960	2785480	And I realized pretty early on today was a bad day to do the portal scanning because oops,
2785480	2793160	today also happens to be Dia de los Muertos. And so the cemetery I went to, because my genius ass
2793160	2797880	picked a Catholic cemetery today, it was very crowded. And so there wasn't a lot of portal
2797880	2802840	scanning to be done, because while I will while I will creep at the cemetery, I'm not going to
2802840	2810120	totally creep at the cemetery. So there's that act. Act is clarifying it is tomorrow and today
2810120	2814520	is the day of all saints. Thank you. I suppose because it is still the weekend here, there's
2814520	2819000	probably a lot of people that are using today. You know what I mean? So that whole thing. So.
2819000	2826360	All right. So let's see. So I did that and I was playing Pokemon Go and I was getting infuriated
2826360	2832440	by a quest line because there's a quest line that you have to get nine nice throws in a row.
2832440	2836440	And you would think that isn't too hard because that's when the circle is full size. Not too bad.
2836440	2843320	It was like, try it, try it, because it's it's because what happens is that the monster will jump
2843320	2848360	or it'll move. And so you thought you had a nice throw and then it gets away. So I complained on
2848360	2855080	Twitter. And what do you know? Complaining on Twitter works. And what I mean is somebody told
2855080	2859880	me how to cheat and it works. And I'm not going to apologize for it because that task was
2859880	2864520	impossible. So y'all want to know how I cheated? OK. Yeah, of course you do. OK, so here's the
2864520	2870040	deal to get nine nice throws in a row. You want to build up a streak on your own like four or five.
2870040	2875400	But here's what you do. Once you get to about five. Tap on the Pokemon, you're going to catch
2876200	2883960	enable airplane mode, make your throw. If you get a nice throw, turn airplane mode off and reconnect.
2883960	2888120	If you don't get a nice throw and you botch it, close the app immediately without turning
2888120	2897320	airplane mode off. It worked. I got my nice throws in a row and I was so mad because I had a streak
2897320	2904200	going. I was on like eight. But what happened is that when I went to swipe to turn, because I do
2904200	2909080	the quick swipe to turn on airplane mode and the whole thing. When I did that swipe, you know what
2909080	2915880	happened? I threw the pokeball instead. It was a floop and I was like motherfucker. And of course,
2915880	2920120	it broke my streak because I wasn't able to turn on airplane mode. I accidentally threw the damn
2920120	2927880	ball. So I was punished for cheating. OK, I was punished once, but then I got it and cheating
2927880	2934680	worked. Yay. All right. So let's see. There was that. And then the other big news in my gaming
2934680	2942360	world. I got my 4K TV on Friday. So I have a brand new TV. And so I was firing up some old
2942360	2948360	games. Although I kind of realized like, OK, on the PlayStation 4 Pro, there actually aren't a ton
2948360	2953640	of 4K games. There's just a sizable amount, but not a ton of stuff that like like not like there's
2953640	2958680	stuff like in there like Call of Duty that I don't really play. But Tetris Effect is in there. So
2958680	2964280	that was the first game I played in 4K was Tetris Effect. And I will say it is it is a lot. It was a
2964920	2971720	sharper. And I think I'm probably noticing the HDR stuff more because the colors are a lot more
2971720	2976280	vibrant than what I remember from before. And it's not and I wouldn't say it's like a huge
2976280	2980200	upgrade. It's not like going from standard definition to high definition. Remember how
2980200	2985400	that all blew our minds the first time? It's not quite that big of an upgrade. But I was I was
2985400	2990760	still pretty I was like, OK, this is cool. And plus, my new TV is five inches bigger.
2991560	2997800	And when it comes to TVs, size is everything like that. Five inches made a big difference.
2997800	3005080	So I was pretty impressed with that. So, yeah. And Bobby Blackwell says, if you have God of War
3005080	3010440	or Horizon Zero Dawn, those are the PS4 Pro showcase games to me. Horizon Zero Dawn is on
3010440	3015560	my list to look at this week. I was like halfway through the game and then I stopped. So I'd
3015560	3019880	probably have to start over because that's just how I play things. But I want to check that one
3019880	3026520	out. But I am really excited for Xbox Series X coming soon, where now everything will be in 4K
3027080	3031880	and the frame rate. And I'm just really looking forward to that. But that caused me to play like,
3031880	3038040	did you know Sonic Mania is in 4K? I actually played that. And yes, in all its great retro
3038040	3046360	pixelated glory, 4K glory. It was cool. And then what else did I play? Velocity 2X. I just randomly
3046360	3053080	came across it. I just wanted to hear the music. So I played the game again. And one other thing I
3053080	3060520	will mention, I don't always like to base my decision of a game off the demo, but it's the
3060520	3065160	second time I'm doing it in less than a month. Because remember I played that Kingdom Hearts
3065160	3070520	Melody of Memories demo and it's not good. I'm sorry. Not sorry. It's not good. Bobby
3070520	3075480	Blackwell does this on his show. He based Ni No Kuni. He did that off that demo. So if Bobby
3075480	3080440	can do it, I can do it. And so there's another game I played this week where I'm like, I don't
3080440	3085800	know if I want to play this based off the demo. And this is really going to surprise you. You guys
3085800	3097640	ready for it? Hyrule Warriors Calamity Age is not great. Sorry about it. It's as good as it
3097640	3103720	would normally be on a, like, it's, it's the dinosaurs. I mean, it's as good as it normally
3103720	3111160	is. My kids love it. It's not like the frame rate is not great. The pop in is really bad.
3111160	3116840	The textures are not like, and it just like, honestly, when I was playing it, I was like,
3116840	3120600	the original was more interesting to me when I was experiencing that for the first time.
3120600	3125080	Yikes. I don't know if that's the limitations of the Switch. The game may not be fully optimized
3125080	3130280	yet either. I don't know. I did appreciate that they're trying to do new things to it. It is very
3130280	3137640	tied into Breath of the Wild and that lore. And it's very, very obvious. I don't think I can
3137640	3146920	justify dropping $60 on it on release. So, uh oh. So, uh, yeah. So in chat, I will be picking
3146920	3151160	it up because as of right now, my son is still playing. He's been playing it for like the last
3151160	3157720	hour or two, um, on TV. So yeah, I'll probably pick it up. You know what? You can disagree with
3157720	3162360	me. That's fine. You know what? I played Ni No Kuni and I liked it. So sometimes we're going
3162360	3166600	to disagree with opinions and you will probably enjoy. There will be many people that will enjoy
3166600	3172280	Hyrule Warriors and disagree with my opinion. I was just not, the demo did not excite me like I
3172280	3177560	thought it would. And to be fair, uh, the whole Dynasty Warriors series has kind of gone down
3177560	3183320	since 9. They've gotten really sloppy and like, it's just all over the place. So I heard the first
3183320	3188120	Hyrule Warriors is pretty good. So I mean, I enjoyed it. I played a lot more of that game
3188120	3193320	than you guys would think. I don't know. Maybe it's just a demo. Maybe it's early. And that's
3193320	3197320	why you would want to be, I would think you'd want to put your first, your best foot forward,
3197320	3205240	but you think it's in Tecmo Koei and they just do whatever they want. But, um, I don't know. Well,
3205240	3209480	I'll probably pick it up either way. My kids don't care. All right. That's fine. You know what? And
3210120	3214840	you know, I liked a lot of crap games when I was a kid too. I still stand by Friday the 13th on NES.
3214840	3221000	It was a good game, dammit. All right. But that's my kid talking. All right. Let's move on. Let's
3221000	3225160	talk about other stuff. That's it for our gaming weeks. I don't really have a lot of like housekeeping
3225160	3230120	or other announcements. No time off for the foreseeable future. No time off for anybody.
3230120	3234360	No, but I mean, you know, the holidays are not on Sundays this year and so forth. I don't know. I
3234360	3239400	don't have any out of town trips planned. Um, cause you know, with the pandemic and all, it's,
3239400	3245080	uh, not something we're doing very often. So there's that. So we'll move on. Let's get into
3245080	3249640	what's going on in the gaming world right now. And we'll start with Loki. Who's going to talk about
3249640	3257080	other Nintendo stuff. Direct. So, uh, we had a direct mini, uh, this week and they talked about
3257080	3264120	some new games coming to the switch and some, uh, mini, uh, announcements here. So of course,
3264120	3268360	one of the things they talked about was the Hyrule warriors, Age of Calamity free demo,
3268360	3274920	which is out now, check it out. Game comes out on the 20th. And, um, one thing that was kind
3274920	3278840	of interesting that they also talked about, which we didn't really get so much over here,
3278840	3284680	but it was definitely a thing that's been in Japan and other regions is cloud streaming.
3284680	3291880	So control is now out on the switch via cloud streaming, uh, assesses Crete Odyssey came out
3291880	3296680	in Japan like that, where you could play the game via cloud streaming because the hardware itself
3296680	3303320	can't really handle running the actual game, but it is interesting to see this being, um,
3303320	3306920	offered for yet another game. I would hope that would seem more kind of come that way.
3307560	3314760	Um, they showed off some more of, um, immortals Phoenix rising, running on the switch. Uh,
3314760	3319960	they talked about bravely default, uh, which is now coming out February 26th,
3319960	3326920	briefly default two, I should say, um, story of seasons is getting a sequel on the switch,
3326920	3333800	a story of seasons, pioneer of pioneers of all of coming out March 23rd. Uh, they talked about
3333800	3339560	no more heroes three, which is going to be coming out sometime, uh, next year. And then also, uh,
3339560	3345000	no more heroes one and two, um, are out now on the switch. So that was kind of a surprise
3345000	3349560	announcement as well. Uh, hit man three is also going to be coming, uh, to the switch
3349560	3357560	also with that cloud streaming. So that's also very interesting. Um, a game made by how laboratory
3357560	3365640	called part-time UFO, which I believe was a port of a mobile game is coming out soon. I think it's
3365640	3372920	already out. And, uh, what else? Uh, Tropico six coming to, uh, the switch getting important for
3372920	3381880	that, uh, uh, surviving it aftermath coming spring 2021. That's also another port. And in Grifflands
3381880	3386920	sometime next summer is when that's coming out. And so, and they said, this is the last one of
3386920	3392280	the year, right? So there's no more, no more announcements for 2020 after this. So, and in fact,
3392280	3398200	a lot of this stuff was for 2021. So, um, that's, that's it. So I got to say Nintendo's holiday
3398840	3403400	is, I mean, we knew this was going to be the case, but Nintendo's holidays looking a little thin.
3403400	3407000	Um, but I don't think that's going to stop the switch from selling. And I think
3408040	3412760	with the pandemic and everything going on, it's a understandable. And B I think they're,
3412760	3416840	they're going to be fine. I think they're still going to sell a ton of switches, just people that
3417800	3421560	extra one or a new one for their household. So they can play animal crossing for the first time
3421560	3425960	or the impressive library of games that switch already has. So I don't think Nintendo is exactly
3425960	3430120	going to struggle, but I think there's a lot of fans that are like, ah, I was hoping for
3430120	3434920	something a little bigger than maybe, you know, a new Hyrule warriors and some Wii U ports. Oh,
3434920	3438600	and a new Pikmin, I guess just came out this week, but that's also not for everybody. Right.
3439320	3444920	So, yeah. Yeah. All right. Um, I mean, Pikmin releases came, they really have, I mean,
3445320	3451720	come on, give, give some of the other series, some love F zero earthbound. All right. Uh,
3451720	3457320	but, uh, I would, I would say that the control thing was pretty surprising in the cloud gaming.
3457320	3462760	Have they, I guess they have done that here in the U S right. One of the resident evils they
3462760	3468520	did on the cloud gaming, didn't they? But yeah, seven, I thought, um, or yeah, seven,
3469160	3474280	didn't they bring it? I thought that was in, I can't remember some are only in Japan and I know
3475080	3479000	that this has been the thing in Japan for a little bit because we were kind of commenting on it that
3479000	3483000	like, oh, that's interesting. And I wonder when they'll bring that over here. Well, here we go.
3483000	3487480	Now we're seeing it with control. Um, okay. So Bobby has confirmed me. This is the first time
3487480	3492760	that the U S has had streaming for switch. So I I'm crossing the wires in my head and I, I gave
3492760	3497560	the resident evil thing, a U S release when we didn't actually have one. Um, but I do want to
3497560	3503400	say, uh, dark Tetsuya was talking about that demo of control saying it's only the first 15 minutes,
3503400	3507560	but it seemed to play just fine, but that's actually really good because that also kind
3507560	3512840	of lets you gauge, is this going to work for me or not? And so you can kind of see if that cloud,
3512840	3517080	as I've actually think that's a really cool, uh, thing that they did to do that demo,
3517080	3522680	to allow you to see is streaming going to work for you. So, so I wonder how far away are we from,
3522680	3530120	uh, X cloud support on the switch. You're not the first to suggest that I, I would be so
3530120	3535160	curious if that is really a thing. I know Microsoft would do it. I know they would,
3535160	3541720	but it would Nintendo. That's the huge question mark. Uh, we'll see, uh, orange right in chat
3541720	3546360	says I did try it out a little bit just to see if it will work on my connection. It did. Uh,
3546360	3550440	they've been doing cloud games in Japan, assassin's creed, one of them, uh, those,
3550440	3554440	that comment again from orange right in our chat over at twitch.tv slash a fog network.
3554440	3558360	So the cloud gaming thing is, is very interesting and you're right. It's, it's going to open the
3558440	3565160	door to other things. I mean, you, you say X cloud, but we could also maybe have Luna
3565160	3573880	on the Nintendo platform. We could have, um, uh, stadia, LOL, maybe, uh, why not tell, tell me,
3573880	3578600	I can think of more reasons why yes than why no, especially from a technical perspective at this
3578600	3584360	point. So we'll see what happens. It'd be very interesting. I'll be curious if Nintendo wants
3584360	3589160	to adopt this streaming thing in their own games. That's what I'm really curious about.
3589800	3594200	We'll see, like offer them on other platforms outside of the switch. No, uh,
3595080	3600360	deliver other technical experiences and other things via cloud-based gaming,
3600360	3606360	like allowing them to push what the system can do even further through the cloud. Perhaps when
3606360	3612200	switch pro becomes a reality that a person with a regular switch could still experience switch pro
3612200	3617640	games. Thanks to the magic of the cloud. I, I it's a tall order from Nintendo who sometimes
3617640	3624280	seems to lag behind, but Nintendo also has this random ability to get these random things right
3624280	3630040	on the money. For example, making a bang up AR game. That's a really impressive show of the
3630040	3636280	technology with that Mario cart game. Who would have thought? It is. Nintendo would do it, but
3637240	3644520	okay. I have a feeling it's going to go the way the lab. Oh, like it. It's fun for awhile. And
3644520	3649480	then you stop playing it. And that's the whole reason I didn't get it. I knew it would be fun
3649480	3655640	for five minutes, but that's it. But, but you have kids. Don't you think the kids will be into it
3655640	3667400	longer? No, they don't want to set it up. So it's, it's fun and we could, I'm sure they'd still
3667400	3671480	want to play it once in a while, but it's like, it's not really engaging. It's not like something
3671480	3677400	that they would want to come back to all the time. They have trouble like setting it up. They don't
3677400	3685960	know how to like unfold the gates and everything, but, um, I mean, it's cool. I just, I think it's
3685960	3691080	going to get pushed by the wayside eventually, at least it folds down to a very small package.
3691080	3696520	And not unlike the, uh, lab stuff, which is just, well, was littered all over my house. I've
3696520	3702040	literally, I think I have thrown away some of the VR stuff, um, because it's just like, I'm not
3702040	3706200	going to play it. Uh, dark soccer. I'm sorry. What were you saying about Mario cart? You jumped in
3706200	3709720	there was something I wouldn't say anything about Mario cart. Oh, what did you say? Oh, okay. I
3709720	3716600	missed it. Sorry. I just said hard. Same. Oh, okay. I was agreeing with, with you about not
3716600	3723400	buying Labo because we knew it was going to be a waste. Yeah. Yeah. All right. Um, let's move on.
3723400	3730040	Let's talk about, um, things besides just Nintendo, uh, kind of a follow up, I guess, to another issue
3730040	3735000	that's been going on with the whole Twitch and the copyright crackdown and so forth. We're seeing
3735000	3741320	more and more games allow you to turn the music off, uh, or disable that element of the game so
3741320	3747880	that you can get around those types of issues on Twitch. Uh, and the game in question is FIFA 21.
3747880	3752920	Now this is notable because if I'm not mistaken, FIFA 21 is the biggest game in the world, right?
3752920	3759160	In the world. Okay. Cause remember Madden is like a very us based thing. When we consider the world,
3759160	3765960	it's about soccer and that's where FIFA is really a King of that. So, uh, FIFA 21 is going to allow
3765960	3771240	you to disable music, to avoid the copyright infringements. There was a title update that
3771240	3774520	went out. So it wasn't actually in the game to begin with because the game already came out,
3774520	3779560	but they did not in the game. Like don't they have independent volume between sound effects
3779560	3785160	and music. Hasn't that been a thing that's been like in games for decades now? Like how is that
3785160	3791160	now a notable thing? Like I understand like, um, the ability, like what they've had, like some
3791160	3795400	games, I don't remember the particulars, but there's some games that have like stream safe
3795400	3800440	versions where it's like music that let me, let me not license music. Loki, let me jump in. Cause
3800440	3805000	I think, you know, I want to make sure I clarify this. So there's actually a picture of the settings
3805000	3810200	menu I'm looking at, and there are options for menu sound effects, volume menu, music volume.
3810200	3815320	So you can do that, but this option is specifically disable all music for streaming
3815320	3820360	purposes. So my thought is there is probably a score of sorts in FIFA 21. Like there probably
3820360	3825240	is incidental music, background music, and so forth that is still in the game that does not
3825240	3832200	get removed when you do this. So, um, this is specifically for, and it is interesting that it
3832200	3837080	calls out and it even shows the option with the, uh, text at the bottom streaming or recording
3837080	3844120	FIFA, this setting disables all music to avoid copyright infringements. So, um, there is that.
3844120	3848760	So, but I will say, Loki, to your, your argument, the slider bar is also still there.
3849400	3856200	So, um, Bobby in chat says they use the license music for in studio sounds this, or in stadium
3856200	3861640	sounds rather this disables that orange, right? Says that's a really good idea. And Zen monkey
3861640	3866360	says, uh, Zen monkey 11 says, yes, you can lower FIFA music. Just lazy gamers, not looking at the
3866360	3871240	menu system. Um, orange right says, I know I'm thinking, ah, if I ever played burnout paradise,
3871240	3876120	that music volume is going all the way down. Yeah. And this is why usually when I play,
3876120	3880520	uh, these types of games I'm streaming in the, which isn't very often, I will usually stick to
3880520	3885640	classical music or I will have, which I has been pointed out previously. And yes, technically the
3885640	3891800	classical music is also because the recording itself is still something that is copyrightable,
3891800	3896200	but that stuff tends to not trigger strikes probably just because it is a very dear. It's
3896200	3902600	not, you know, it's not lady Gaga. That's the reality, right? Um, however, I also have a tendency
3902600	3908360	to, when I play those games, I just keep the game audio very, very low, either through what Loki's
3908360	3915240	talking about, or I just keep it so low that me talking over it constantly is just, it's going to
3915240	3920760	make the, you can barely even hear the music. And so I, and I haven't been flagged knock on wood
3920760	3924120	for anything on my personal channel and VOG certainly didn't, but we definitely,
3924120	3929000	we don't really stream games on this, hardly ever stream games on this channel. So, um, there is
3929000	3935560	that. So, um, we'll see. I heard another thing, by the way, since we're on the topic of Twitch,
3936120	3941640	I heard another thing. I don't know if you guys have heard about this and maybe Bobby in chat,
3941640	3947160	cause it was in discord, but somebody mentioned that Twitch mid-rolls were suddenly back on
3947240	3952760	certain streams that mid-roll ads were popping in. Is anybody in our chat getting that tonight? Like
3952760	3958760	are ads disabled? Because I have a hunch. What's that? Cause I tried to look on, on Twitter,
3958760	3964120	like with the tag, like what's going on. It seems like, and I could be wrong. It seems like the
3964120	3969800	people that are getting hit with those mid-roll ads are using some type of ad blocker on Twitch
3969800	3975640	or using something to try to suppress the ads on Twitch. So Twitch is kind of like one upping it by
3976280	3982440	putting these ads in a different way. So yeah, it worked out well for them. Yeah. Uh,
3982440	3986920	pixel pocket says it seems to me like some ad blockers stopped working. Act Def says,
3986920	3991480	considering that like 75% of us are subbed, I'm going to say no. You're right. We are very
3991480	3995240	fortunate that many of you are subscribed. Thank you for that. We're very lucky. Thank you. Thank
3995240	3999720	you. But surely there's a handful of people out there who are not subbed. And I'm just curious,
3999720	4004600	have you been getting mid-roll ads during the show? Because I watched, I watched a good hour
4004600	4008040	and a half of Twitch the other day. I didn't see them yet, but it might just be on certain
4008040	4014040	channels. I have no idea. So, uh, dark Tetsuya says I haven't seen any tonight watching on PS4.
4014040	4017240	I don't know how widespread it is yet, but didn't you get gifted a sub a couple of weeks ago,
4017240	4021880	dark Tetsuya? You might've been. Pixelbaka says I haven't gotten any ads so far this stream. So
4021880	4028920	we'll, we'll see. I don't know. I, again, I have, I hope it's not back because obviously we've
4028920	4034760	talked a lot about why that was a bad idea and we did a whole round table on this weeks ago.
4034760	4040360	If you haven't watched it yet, I, this is, this is why, even though, uh, Bobby and I recorded that
4040360	4044840	like the day after Twitch supposedly changed their policy, there's a lot of stuff in that that still
4044840	4050840	holds true. So go check that out over on YouTube or over at vognetwork.com. So, all right.
4051880	4056360	So anyhow, uh, but as far as the current Twitch issue that we know is out there with the copyright
4056360	4061240	stuff, uh, you'll probably see more games that are doing this, uh, that will help you be able
4061240	4066760	to stream on Twitch, uh, issue free. All right, let's move on dark soccer. You have something for
4066760	4075880	us, right? I do. And I had to remember that I don't no longer have my, uh, mute button on my mic.
4076760	4083160	So, um, I'm actually pretty excited about this and Dan actually was pretty excited too. He texted
4083160	4093640	me this, uh, so, um, arcade one up is, uh, doing pinball. I mean, pinball and, you know, that,
4093640	4101080	you know, is the magic word, uh, for me and in my house. So, um, they are doing, uh, a three quarter
4101080	4110200	scale, uh, pinball table, and it is going to be digital pinball. Um, there will be, um, uh, three
4110200	4114520	different ones that come with 10 different games. So to go ahead and start off with the first one,
4114520	4119320	it's Star Wars, uh, digital pinball. Then we have Marvel digital pinball and an attack from Mars
4119320	4125960	digital pinball, which I used to have an attack from Mars. So the games that come with, um, each
4125960	4131960	set, the Marvel games, uh, pinball includes Spider-Man, Civil War, Wolverine, X-Men, Thor,
4131960	4137720	Marvel's Women of Power, A-Force, Ghost Rider, Venom, Fantastic Four, and Fear itself. Star Wars
4137720	4144200	pinball has Boba Fett, A New Hope, Octo Island, Battle of Minbom, Darth Vader, Masters of the
4144200	4148440	Four, Star Wars Rebels, Han Solo, The Force Awakens, and Empire Strikes Back. That's a lot
4148440	4155560	of pinball. Um, now the attack from Mars pinball is actually real pinball. So, um, it's attack from
4155560	4161800	Mars, Fish Tales, The Getaway, Junkyard, Medieval Madness. I mean, right now getting that from
4161800	4167240	Medieval Madness, you know, um, Whitewater, which is another great one, although I'm sure it's not
4167320	4172440	going to come with the topper with the fan on it. Uh, Red and Ted, Fun House, which creeps me the
4172440	4177400	fuck out. Um, it's kind of like a giant head on it. The ones with heads freak me out. Uh,
4177960	4183880	Tales of the Arabian Nights and No Good Gophers. Um, Tales of the Arabian Nights, by the way,
4183880	4191160	is done by John Papadook, um, who, yep, you know what else he did? World Cup soccer and Theater of
4191160	4197000	Magic. Makes sense. They all have like a big thing in the middle of the table. Oh yeah.
4197480	4201800	But attack from Mars by itself is just a really fun one. Fish Tales is okay. We used to have a
4201800	4209160	getaway, um, which was a sequel to, um, great, no, I don't remember the name of the table. I
4209160	4218600	think I've covered the getaway. Um, I think that the, uh, that was a, uh, and I'm sorry,
4218600	4222520	it's going to, oh, it was High Speed 2. It was the, it was the sequel to High Speed.
4223160	4230200	Um, but yeah, it's, uh, it's really happy. No Good Gophers is a fun one. I love Tales of the
4230200	4234680	Arabian Nights. Fun House is, but it's a good table. Don't get me wrong. Whitewater is fun.
4235480	4242520	Medieval Madness though, um, for those who don't know, Medieval Madness recently had a re-release,
4242520	4248200	well, by recent, I mean, like a few years ago. We own one of the re-releases, like a special
4248200	4252920	edition of the re-release. Um, so it's missing like some of the branding on it and certain
4252920	4259400	things, but it is Attack from Mars. So these tables are going to stand, um, though they've
4259400	4266440	got a, uh, a 24 inch recessed screen. So it's going to be like, you're looking at it. It has
4266440	4273720	built an accelerometer so you can nudge and, you know, tilt if you screw up. Um, it is roughly,
4273720	4283240	I think three feet tall if I'm right. Um, and according to, um, uh, Arcade One Up, um,
4284200	4291160	on their site, it's supposed to arrive around December, 2020. Um, all of them, uh, it looks
4291160	4296680	like they're actually going to be sold physically through GameStop and Walmart. Um, and the Marvel
4296680	4303880	one apparently is already live for order at GameStop. Um, now, I mean, I, I, I'm reserving
4303880	4309720	judgment on the first two because clearly those are not like, and, but what I mean by legit
4309720	4316120	pinball is that they're not based off of legit tables, right? Right. They're the Zen pinball
4316120	4325000	original creations. Yeah, exactly. But, um, the Attack from Mars one is I think the one to have
4325000	4331480	if you love your, your classic pinball, that would be the one that we would get. Uh, we would
4331480	4339240	have to move things. I'm tempted, but I don't have any more room for those machines. The burger,
4339240	4345960	the burger time one was enough. What? It's a little one. We got to work on the house thing
4345960	4350440	first, by the way, I got to do just a quick aside because people, I know you Dark Soccer and Loki,
4350440	4355560	you can't see my camera because of the intense tech rig that we have here at OLR. They can only
4355560	4359960	hear my voice. They can't see me like you guys can on Twitch, but a mysterious hand just dropped
4359960	4366840	this box in frame. And, uh, some folks in chat are asking, what is this? So what this is, Alan
4366840	4374520	just got back from Costco and he just dropped this in front of me. This is a pack of 40 Stroop waffles
4374520	4383480	or Stroop waffles, if you will. 40 Costco sized box of Stroop waffles. The big one. This is big.
4383480	4388360	So I'm coming over. I'm not going to pay just, and my COVID test was negative. Dark Soccer is,
4388360	4393320	my COVID test was negative too about two weeks ago, but yes, hang out. This is, this is 40 cups
4393320	4399640	of coffee right here. Well, that's, you don't, you don't have to use coffee. You could use tears and
4399640	4408040	that's the way you're supposed to do it. You're supposed to put it on top of a cup of coffee
4408040	4412920	or, you know, whatever your hot drink is that you like, and that helps soften the cookie and
4412920	4417640	the syrup that's in there. So there you go. And there's only, I'm looking at it, there's only 140
4417640	4424600	calories in one Stroop waffle. So there you go. Latest Costco find from, uh, the husband. So thank
4424680	4430840	you, Alan, for bringing that to my attention and so much for any weight I was trying to lose.
4430840	4435480	See ya. Anyway, sorry, Dark Soccer, but, um, it was Stroop waffles. It's important.
4436120	4439720	Yeah. Well, at any rate though, I think that I actually already closed the article,
4439720	4445960	but I think they're supposed to retail for 500. Sounds about right. Yeah. Um, but yeah, um,
4447080	4454040	assuming that we do end up getting one, um, I think that we're gonna, um, I'll definitely,
4454040	4460120	we'll do something live for, for everybody when we get ours. Um, and by the way, Rob,
4460840	4466760	if you want to, I can send you my workout routine, which I'm still doing while I'm sick,
4466760	4470600	just a lighter one, because it involves my physical therapy. You know, it's interesting.
4470600	4477400	So the TV, the TV we got has all these built in things. And one of them is like a health channel
4477400	4481480	that has like workout videos on the man built right in the TV. And I don't know how good they
4481480	4487800	are, but, um, I like my workout videos, 1980s style. I want to see those obscene,
4487800	4491880	like tights that people used to wear in the, like the Jane Fonda workout tapes,
4491880	4498280	or I'm sorry, nothing will ever, ever top Richard Simmons sweat into the oldies.
4499240	4506040	I used to have the Cindy Crawford workout tape. Didn't share have a workout tape at one point.
4506680	4512200	Sure. Does everything she's a goddess, but this I'll tell you this right now that Cindy Crawford
4512200	4520680	workout tape was like a kick your ass. I mean, it was hard. And the fun thing about it is that
4520680	4530680	that is what got me into weightlifting when I was in high school. And, uh, after, uh, losing the
4530680	4534360	weight that I did, cause I was, you know, I was powerlifting before that and was building my dead
4534360	4539080	lift and I threw out my back. Um, I've been able to completely do my workout at home. I actually
4539080	4544920	wrote a blog for it, um, for, uh, Gen X geeks. Um, just, you know, putting out like what my
4544920	4549960	personal routine is, like what, what equipment that I have, cause it was really inexpensive
4549960	4555320	just to encourage everybody. So maybe. Chat, you guys are cracking me up. Uh,
4555320	4559720	Sia Tabiri says my grandma used to have the Angela Lansbury workout tape.
4559720	4563560	What? There was an Angela Lansbury workout tape. What?
4563560	4568280	Well I'm sure that the older crowd could make use of it.
4570440	4574920	So could the gays. We love murder. She wrote, come on. All right. Uh, let's see.
4574920	4580840	Sia Tabiri in chat says my sister and I each had one of the MTV grind tapes. Oh God.
4583480	4588680	Remember when there were shows on MTV, like the grind that was just people dancing. I mean,
4588680	4593880	that goes back to like, it was just soul train on MTV bandstand.
4595000	4598920	Is soul train still on? I think soul train is still on. It might be. I think they still do
4598920	4606360	make it in the Bay. What's his face? Dio Don Cornelius. Yeah. The Bay area had some
4606360	4611640	local TV show that was a dance thing too, because Mel was on it like twice.
4612600	4617640	Soul train ended in 2006, but they do have like the soul train awards.
4617640	4621720	Okay. Is Don Cornelius still alive? He'd know he died in 2012.
4621720	4627080	Yeah. Yeah. Anyway. All right. I used to watch soul train regularly.
4627080	4630360	Same. It was all that was on like Saturday morning when I was awake.
